,view_id,view,crypto,accuracy_down,accuracy_neutral,accuracy_up,precision_down,precision_neutral,precision_up,recall_down,recall_neutral,recall_up,f1_down,f1_neutral,f1_up,exec_time,learning_rate,max_iter,max_leaf_nodes
88,B,candles-HOUBI,SOL,0.0348837209302325,0.9928026525055934,0.025041736227045,0.3333333333333333,0.8645539906103287,0.2840909090909091,0.0348837209302325,0.9928026525055934,0.025041736227045,0.0631578947368421,0.9242505991442588,0.0460263884627186,14.65372395515442,0.5,50.0,10.0
89,B,candles-HOUBI,SOL,0.0520025839793281,0.9807531606329352,0.0434056761268781,0.2313218390804597,0.8682879098849697,0.2203389830508474,0.0520025839793281,0.9807531606329352,0.0434056761268781,0.0849156118143459,0.9211002670919886,0.0725244072524407,17.22330594062805,0.5,50.0,100.0
90,B,candles-HOUBI,SOL,0.0348837209302325,0.9928026525055934,0.025041736227045,0.3333333333333333,0.8645539906103287,0.2840909090909091,0.0348837209302325,0.9928026525055934,0.025041736227045,0.0631578947368421,0.9242505991442588,0.0460263884627186,14.740469932556152,0.5,150.0,10.0
91,B,candles-HOUBI,SOL,0.0520025839793281,0.9807531606329352,0.0434056761268781,0.2313218390804597,0.8682879098849697,0.2203389830508474,0.0520025839793281,0.9807531606329352,0.0434056761268781,0.0849156118143459,0.9211002670919886,0.0725244072524407,17.34396982192993,0.5,150.0,100.0
92,B,candles-HOUBI,SOL,0.0,1.0,0.0,0.0,0.858965453366676,0.0,0.0,1.0,0.0,0.0,0.9241327769820016,0.0,21.435390949249268,0.001,50.0,10.0
93,B,candles-HOUBI,SOL,0.0,1.0,0.0,0.0,0.858965453366676,0.0,0.0,1.0,0.0,0.0,0.9241327769820016,0.0,53.983137130737305,0.001,50.0,100.0
94,B,candles-HOUBI,SOL,0.0,1.0,0.0,0.0,0.858965453366676,0.0,0.0,1.0,0.0,0.0,0.9241327769820016,0.0,44.42825388908386,0.001,150.0,10.0
95,B,candles-HOUBI,SOL,0.0,1.0,0.0,0.0,0.858965453366676,0.0,0.0,1.0,0.0,0.0,0.9241327769820016,0.0,139.3472671508789,0.001,150.0,100.0
96,C,candles-OKX,AVAX,0.0094366599942808,0.9886431053479108,0.0426176059618071,0.22,0.8258407079646017,0.2760180995475113,0.0094366599942808,0.9886431053479108,0.0426176059618071,0.0180970660817109,0.8999382811294553,0.0738349808351825,15.030076026916504,0.5,50.0,10.0
97,C,candles-OKX,AVAX,0.0131541321132399,0.9899143995253836,0.0342338146250582,0.2222222222222222,0.8245481927710844,0.3030927835051546,0.0131541321132399,0.9899143995253836,0.0342338146250582,0.0248380129589632,0.8996957364589886,0.0615191462649089,16.793843030929565,0.5,50.0,100.0
98,C,candles-OKX,AVAX,0.0094366599942808,0.9886431053479108,0.0426176059618071,0.22,0.8258407079646017,0.2760180995475113,0.0094366599942808,0.9886431053479108,0.0426176059618071,0.0180970660817109,0.8999382811294553,0.0738349808351825,15.121690034866331,0.5,150.0,10.0
99,C,candles-OKX,AVAX,0.0131541321132399,0.9899143995253836,0.0342338146250582,0.2222222222222222,0.8245481927710844,0.3030927835051546,0.0131541321132399,0.9899143995253836,0.0342338146250582,0.0248380129589632,0.8996957364589886,0.0615191462649089,16.892531156539917,0.5,150.0,100.0
100,C,candles-OKX,AVAX,0.0,1.0,0.0,0.0,0.8196026674076132,0.0,0.0,1.0,0.0,0.0,0.9008589425462874,0.0,24.288958072662357,0.001,50.0,10.0
101,C,candles-OKX,AVAX,0.0,1.0,0.0,0.0,0.8196026674076132,0.0,0.0,1.0,0.0,0.0,0.9008589425462874,0.0,54.59772706031799,0.001,50.0,100.0
102,C,candles-OKX,AVAX,0.0,1.0,0.0,0.0,0.8196026674076132,0.0,0.0,1.0,0.0,0.0,0.9008589425462874,0.0,52.52389931678772,0.001,150.0,10.0
103,C,candles-OKX,AVAX,0.0,1.0,0.0,0.0,0.8196026674076132,0.0,0.0,1.0,0.0,0.0,0.9008589425462874,0.0,140.48049592971802,0.001,150.0,100.0
